Program,Glass,Material,Core_Type,Style,Finish_Texture,Glass_Info,Configuration,Size_Width_in,Size_Height_in,Bore_Status,Handing,Jamb_Type,Jamb_Casing,Hinge_Finish,Special_Features,Original_Description,Current_Stock_Item_Number,Lowe's_Pro_Stock_Item_Number
Interior Pro Express,,Molded,Hollow Core,3 Panel Craftsman,Flat,,Single Prehung,30.0,80.0,Bored,Right-Hand,Flat Jamb,No Casing,Nickel,,"30.0-inch x 80.0-inch Molded Hollow Core door, featuring a 3 Panel Craftsman design with a flat finish (Single Prehung), Right Hand, bored, jamb type: Flat Jamb, casing: No Casing, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",5675178.0,6035918
Interior Pro Express,,Molded,Hollow Core,3 Panel Craftsman,Flat,,Single Prehung,30.0,80.0,Bored,Left-Hand,Flat Jamb,No Casing,Nickel,,"30.0-inch x 80.0-inch Molded Hollow Core door, featuring a 3 Panel Craftsman design with a flat finish (Single Prehung), Left Hand, bored, jamb type: Flat Jamb, casing: No Casing, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",5675177.0,1101923
Interior Pro Express,,Molded,Hollow Core,3 Panel Craftsman,Flat,,Single Prehung,32.0,80.0,Bored,Right-Hand,Flat Jamb,No Casing,Nickel,,"32.0-inch x 80.0-inch Molded Hollow Core door, featuring a 3 Panel Craftsman design with a flat finish (Single Prehung), Right Hand, bored, jamb type: Flat Jamb, casing: No Casing, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",5675175.0,6035920
Interior Pro Express,,Molded,Hollow Core,3 Panel Craftsman,Flat,,Single Prehung,32.0,80.0,Bored,Left-Hand,Flat Jamb,No Casing,Nickel,,"32.0-inch x 80.0-inch Molded Hollow Core door, featuring a 3 Panel Craftsman design with a flat finish (Single Prehung), Left Hand, bored, jamb type: Flat Jamb, casing: No Casing, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",5675174.0,1101925
Interior Pro Express,,Molded,Hollow Core,3 Panel Craftsman,Flat,,Single Prehung,36.0,80.0,Bored,Right-Hand,Flat Jamb,No Casing,Nickel,,"36.0-inch x 80.0-inch Molded Hollow Core door, featuring a 3 Panel Craftsman design with a flat finish (Single Prehung), Right Hand, bored, jamb type: Flat Jamb, casing: No Casing, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",5675184.0,6035922
Interior Pro Express,,Molded,Hollow Core,3 Panel Craftsman,Flat,,Single Prehung,36.0,80.0,Bored,Left-Hand,Flat Jamb,No Casing,Nickel,,"36.0-inch x 80.0-inch Molded Hollow Core door, featuring a 3 Panel Craftsman design with a flat finish (Single Prehung), Left Hand, bored, jamb type: Flat Jamb, casing: No Casing, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",5675179.0,6035924
Interior Pro Express,,Molded,Hollow Core,3 Panel Craftsman,Flat,,Single Prehung,24.0,80.0,Bored,Right-Hand,Split Jamb,366,Nickel,,"24.0-inch x 80.0-inch Molded Hollow Core door, featuring a 3 Panel Craftsman design with a flat finish (Single Prehung), Right Hand, bored, jamb type: Split Jamb, casing: 366, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",5208938.0,1101983
Interior Pro Express,,Molded,Hollow Core,3 Panel Craftsman,Flat,,Single Prehung,24.0,80.0,Bored,Left-Hand,Split Jamb,366,Nickel,,"24.0-inch x 80.0-inch Molded Hollow Core door, featuring a 3 Panel Craftsman design with a flat finish (Single Prehung), Left Hand, bored, jamb type: Split Jamb, casing: 366, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",5208939.0,1101984
Interior Pro Express,,Molded,Hollow Core,3 Panel Craftsman,Flat,,Single Prehung,28.0,80.0,Bored,Right-Hand,Split Jamb,366,Nickel,,"28.0-inch x 80.0-inch Molded Hollow Core door, featuring a 3 Panel Craftsman design with a flat finish (Single Prehung), Right Hand, bored, jamb type: Split Jamb, casing: 366, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",5208940.0,1101985
Interior Pro Express,,Molded,Hollow Core,3 Panel Craftsman,Flat,,Single Prehung,28.0,80.0,Bored,Left-Hand,Split Jamb,366,Nickel,,"28.0-inch x 80.0-inch Molded Hollow Core door, featuring a 3 Panel Craftsman design with a flat finish (Single Prehung), Left Hand, bored, jamb type: Split Jamb, casing: 366, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",5208941.0,1101986
Interior Pro Express,,Molded,Hollow Core,3 Panel Craftsman,Flat,,Single Prehung,30.0,80.0,Bored,Right-Hand,Split Jamb,366,Nickel,,"30.0-inch x 80.0-inch Molded Hollow Core door, featuring a 3 Panel Craftsman design with a flat finish (Single Prehung), Right Hand, bored, jamb type: Split Jamb, casing: 366, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",5208942.0,1101987
Interior Pro Express,,Molded,Hollow Core,3 Panel Craftsman,Flat,,Single Prehung,30.0,80.0,Bored,Left-Hand,Split Jamb,366,Nickel,,"30.0-inch x 80.0-inch Molded Hollow Core door, featuring a 3 Panel Craftsman design with a flat finish (Single Prehung), Left Hand, bored, jamb type: Split Jamb, casing: 366, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",5208943.0,1101988
Interior Pro Express,,Molded,Hollow Core,3 Panel Craftsman,Flat,,Single Prehung,32.0,80.0,Bored,Right-Hand,Split Jamb,366,Nickel,,"32.0-inch x 80.0-inch Molded Hollow Core door, featuring a 3 Panel Craftsman design with a flat finish (Single Prehung), Right Hand, bored, jamb type: Split Jamb, casing: 366, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",5208944.0,6035975
Interior Pro Express,,Molded,Hollow Core,3 Panel Craftsman,Flat,,Single Prehung,32.0,80.0,Bored,Left-Hand,Split Jamb,366,Nickel,,"32.0-inch x 80.0-inch Molded Hollow Core door, featuring a 3 Panel Craftsman design with a flat finish (Single Prehung), Left Hand, bored, jamb type: Split Jamb, casing: 366, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",5208945.0,1101990
Interior Pro Express,,Molded,Hollow Core,3 Panel Craftsman,Flat,,Single Prehung,36.0,80.0,Bored,Right-Hand,Split Jamb,366,Nickel,,"36.0-inch x 80.0-inch Molded Hollow Core door, featuring a 3 Panel Craftsman design with a flat finish (Single Prehung), Right Hand, bored, jamb type: Split Jamb, casing: 366, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",5208946.0,1101991
Interior Pro Express,,Molded,Hollow Core,3 Panel Craftsman,Flat,,Single Prehung,36.0,80.0,Bored,Left-Hand,Split Jamb,366,Nickel,,"36.0-inch x 80.0-inch Molded Hollow Core door, featuring a 3 Panel Craftsman design with a flat finish (Single Prehung), Left Hand, bored, jamb type: Split Jamb, casing: 366, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",5208947.0,1101992
Interior Pro Express,,Molded,Hollow Core,5 Panel,Raised,,Single Prehung,24.0,80.0,Bored,Left-Hand,Split Jamb,356,Nickel,,"24.0-inch x 80.0-inch Molded Hollow Core door, featuring a 5 Panel design with a raised finish (Single Prehung), Left Hand, bored, jamb type: Split Jamb, casing: 356, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",957420.0,1101839
Interior Pro Express,,Molded,Hollow Core,5 Panel,Raised,,Single Prehung,24.0,80.0,Bored,Right-Hand,Split Jamb,356,Nickel,,"24.0-inch x 80.0-inch Molded Hollow Core door, featuring a 5 Panel design with a raised finish (Single Prehung), Right Hand, bored, jamb type: Split Jamb, casing: 356, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",957421.0,6035860
Interior Pro Express,,Molded,Hollow Core,5 Panel,Raised,,Single Prehung,28.0,80.0,Bored,Left-Hand,Split Jamb,356,Nickel,,"28.0-inch x 80.0-inch Molded Hollow Core door, featuring a 5 Panel design with a raised finish (Single Prehung), Left Hand, bored, jamb type: Split Jamb, casing: 356, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",5405747.0,1168770
Interior Pro Express,,Molded,Hollow Core,5 Panel,Raised,,Single Prehung,28.0,80.0,Bored,Right-Hand,Split Jamb,356,Nickel,,"28.0-inch x 80.0-inch Molded Hollow Core door, featuring a 5 Panel design with a raised finish (Single Prehung), Right Hand, bored, jamb type: Split Jamb, casing: 356, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",5405739.0,1169405
Interior Pro Express,,Molded,Hollow Core,5 Panel,Raised,,Single Prehung,30.0,80.0,Bored,Left-Hand,Split Jamb,356,Nickel,,"30.0-inch x 80.0-inch Molded Hollow Core door, featuring a 5 Panel design with a raised finish (Single Prehung), Left Hand, bored, jamb type: Split Jamb, casing: 356, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",957422.0,6035862
Interior Pro Express,,Molded,Hollow Core,5 Panel,Raised,,Single Prehung,30.0,80.0,Bored,Right-Hand,Split Jamb,356,Nickel,,"30.0-inch x 80.0-inch Molded Hollow Core door, featuring a 5 Panel design with a raised finish (Single Prehung), Right Hand, bored, jamb type: Split Jamb, casing: 356, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",957423.0,6035864
Interior Pro Express,,Molded,Hollow Core,5 Panel,Raised,,Single Prehung,32.0,80.0,Bored,Left-Hand,Split Jamb,356,Nickel,,"32.0-inch x 80.0-inch Molded Hollow Core door, featuring a 5 Panel design with a raised finish (Single Prehung), Left Hand, bored, jamb type: Split Jamb, casing: 356, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",957424.0,6035866
Interior Pro Express,,Molded,Hollow Core,5 Panel,Raised,,Single Prehung,32.0,80.0,Bored,Right-Hand,Split Jamb,356,Nickel,,"32.0-inch x 80.0-inch Molded Hollow Core door, featuring a 5 Panel design with a raised finish (Single Prehung), Right Hand, bored, jamb type: Split Jamb, casing: 356, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",957425.0,6035868
Interior Pro Express,,Molded,Hollow Core,5 Panel,Raised,,Single Prehung,36.0,80.0,Bored,Left-Hand,Split Jamb,356,Nickel,,"36.0-inch x 80.0-inch Molded Hollow Core door, featuring a 5 Panel design with a raised finish (Single Prehung), Left Hand, bored, jamb type: Split Jamb, casing: 356, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",957426.0,1101845
Interior Pro Express,,Molded,Hollow Core,5 Panel,Raised,,Single Prehung,36.0,80.0,Bored,Right-Hand,Split Jamb,356,Nickel,,"36.0-inch x 80.0-inch Molded Hollow Core door, featuring a 5 Panel design with a raised finish (Single Prehung), Right Hand, bored, jamb type: Split Jamb, casing: 356, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",957427.0,6035870
Interior Pro Express,,Molded,Hollow Core,5 Panel,Raised,,Single Prehung,24.0,80.0,Bored,Right-Hand,Split Jamb,376,Nickel,,"24.0-inch x 80.0-inch Molded Hollow Core door, featuring a 5 Panel design with a raised finish (Single Prehung), Right Hand, bored, jamb type: Split Jamb, casing: 376, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",5509400.0,1169243
Interior Pro Express,,Molded,Hollow Core,5 Panel,Raised,,Single Prehung,24.0,80.0,Bored,Left-Hand,Split Jamb,376,Nickel,,"24.0-inch x 80.0-inch Molded Hollow Core door, featuring a 5 Panel design with a raised finish (Single Prehung), Left Hand, bored, jamb type: Split Jamb, casing: 376, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",5509384.0,1169267
Interior Pro Express,,Molded,Hollow Core,5 Panel,Raised,,Single Prehung,28.0,80.0,Bored,Right-Hand,Split Jamb,376,Nickel,,"28.0-inch x 80.0-inch Molded Hollow Core door, featuring a 5 Panel design with a raised finish (Single Prehung), Right Hand, bored, jamb type: Split Jamb, casing: 376, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",5509387.0,1170124
Interior Pro Express,,Molded,Hollow Core,5 Panel,Raised,,Single Prehung,28.0,80.0,Bored,Left-Hand,Split Jamb,376,Nickel,,"28.0-inch x 80.0-inch Molded Hollow Core door, featuring a 5 Panel design with a raised finish (Single Prehung), Left Hand, bored, jamb type: Split Jamb, casing: 376, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",5509391.0,1169239
Interior Pro Express,,Molded,Hollow Core,5 Panel,Raised,,Single Prehung,30.0,80.0,Bored,Right-Hand,Split Jamb,376,Nickel,,"30.0-inch x 80.0-inch Molded Hollow Core door, featuring a 5 Panel design with a raised finish (Single Prehung), Right Hand, bored, jamb type: Split Jamb, casing: 376, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",5509396.0,1169255
Interior Pro Express,,Molded,Hollow Core,5 Panel,Raised,,Single Prehung,30.0,80.0,Bored,Left-Hand,Split Jamb,376,Nickel,,"30.0-inch x 80.0-inch Molded Hollow Core door, featuring a 5 Panel design with a raised finish (Single Prehung), Left Hand, bored, jamb type: Split Jamb, casing: 376, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",5509388.0,1170138
Interior Pro Express,,Molded,Hollow Core,5 Panel,Raised,,Single Prehung,32.0,80.0,Bored,Right-Hand,Split Jamb,376,Nickel,,"32.0-inch x 80.0-inch Molded Hollow Core door, featuring a 5 Panel design with a raised finish (Single Prehung), Right Hand, bored, jamb type: Split Jamb, casing: 376, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",5509393.0,1169408
Interior Pro Express,,Molded,Hollow Core,5 Panel,Raised,,Single Prehung,32.0,80.0,Bored,Left-Hand,Split Jamb,376,Nickel,,"32.0-inch x 80.0-inch Molded Hollow Core door, featuring a 5 Panel design with a raised finish (Single Prehung), Left Hand, bored, jamb type: Split Jamb, casing: 376, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",5509389.0,1170115
Interior Pro Express,,Molded,Hollow Core,5 Panel,Raised,,Single Prehung,36.0,80.0,Bored,Right-Hand,Split Jamb,376,Nickel,,"36.0-inch x 80.0-inch Molded Hollow Core door, featuring a 5 Panel design with a raised finish (Single Prehung), Right Hand, bored, jamb type: Split Jamb, casing: 376, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",5509392.0,1168778
Interior Pro Express,,Molded,Hollow Core,5 Panel,Raised,,Single Prehung,36.0,80.0,Bored,Left-Hand,Split Jamb,376,Nickel,,"36.0-inch x 80.0-inch Molded Hollow Core door, featuring a 5 Panel design with a raised finish (Single Prehung), Left Hand, bored, jamb type: Split Jamb, casing: 376, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",5509406.0,1169242
Interior Pro Express,,Molded,Hollow Core,6 Panel,Textured,,Single Prehung,24.0,80.0,Bored,Right-Hand,Flat Jamb,No Casing,Nickel,,"24.0-inch x 80.0-inch Molded Hollow Core door, featuring a 6 Panel design with a textured finish (Single Prehung), Right Hand, bored, jamb type: Flat Jamb, casing: No Casing, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",5675109.0,1101866
Interior Pro Express,,Molded,Hollow Core,6 Panel,Textured,,Single Prehung,24.0,80.0,Bored,Left-Hand,Flat Jamb,No Casing,Nickel,,"24.0-inch x 80.0-inch Molded Hollow Core door, featuring a 6 Panel design with a textured finish (Single Prehung), Left Hand, bored, jamb type: Flat Jamb, casing: No Casing, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",5675110.0,6035884
Interior Pro Express,,Molded,Hollow Core,6 Panel,Textured,,Single Prehung,28.0,80.0,Bored,Right-Hand,Flat Jamb,No Casing,Nickel,,"28.0-inch x 80.0-inch Molded Hollow Core door, featuring a 6 Panel design with a textured finish (Single Prehung), Right Hand, bored, jamb type: Flat Jamb, casing: No Casing, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",5675116.0,6035886
